protein_id,locus_tag
ARI83019.1,BH695_3740
ARI83020.1,BH695_3741
ARI83021.1,BH695_3742
ARI83022.1,BH695_3743
ARI83023.1,BH695_3744
ARI83024.1,BH695_3745
ARI83025.1,BH695_3746
ARI83026.1,BH695_3747
ARI83027.1,BH695_3748
ARI83028.1,BH695_3749
ARI83029.1,BH695_3750
ARI83030.1,BH695_3751
ARI83031.1,BH695_3752
ARI83032.1,BH695_3753
ARI83033.1,BH695_3754
ARI83034.1,BH695_3755
ARI83035.1,BH695_3756
ARI83036.1,BH695_3757
ARI83037.1,BH695_3758
ARI83038.1,BH695_3759
ARI83039.1,BH695_3760
ARI83040.1,BH695_3761
ARI83041.1,BH695_3762
ARI83042.1,BH695_3763
ARI83043.1,BH695_3764
ARI83044.1,BH695_3765
ARI83045.1,BH695_3766
ARI83046.1,BH695_3767
ARI83047.1,BH695_3768
ARI83048.1,BH695_3769
ARI83049.1,BH695_3770
ARI83050.1,BH695_3771
ARI83051.1,BH695_3772
ARI83052.1,BH695_3773
ARI83053.1,BH695_3774
ARI83054.1,BH695_3775
ARI83055.1,BH695_3776
ARI83056.1,BH695_3777
ARI83057.1,BH695_3778
ARI83058.1,BH695_3779
ARI83059.1,BH695_3780
ARI83060.1,BH695_3781
ARI83061.1,BH695_3782
ARI83062.1,BH695_3783
ARI83063.1,BH695_3784
ARI83064.1,BH695_3785
ARI83065.1,BH695_3786
ARI83066.1,BH695_3787
ARI83067.1,BH695_3788
ARI83068.1,BH695_3789
ARI83069.1,BH695_3790
ARI83070.1,BH695_3791
ARI83071.1,BH695_3792
ARI83072.1,BH695_3793
ARI83073.1,BH695_3794
ARI83074.1,BH695_3795
ARI83075.1,BH695_3796
ARI83076.1,BH695_3797
ARI83077.1,BH695_3798
ARI83078.1,BH695_3799
ARI83079.1,BH695_3800
ARI83080.1,BH695_3801
ARI83081.1,BH695_3802
ARI83082.1,BH695_3803
ARI83083.1,BH695_3804
ARI83084.1,BH695_3805
ARI83085.1,BH695_3806
ARI83086.1,BH695_3807
ARI83087.1,BH695_3808
ARI83088.1,BH695_3809
ARI83089.1,BH695_3810
ARI83090.1,BH695_3811
ARI83091.1,BH695_3812
ARI83092.1,BH695_3813
ARI83093.1,BH695_3814
ARI83094.1,BH695_3815
ARI83095.1,BH695_3816
ARI83096.1,BH695_3817
ARI83097.1,BH695_3818
ARI83098.1,BH695_3819
ARI83099.1,BH695_3820
ARI83100.1,BH695_3821
ARI83101.1,BH695_3822
ARI83102.1,BH695_3823
ARI83103.1,BH695_3824
ARI83104.1,BH695_3825
ARI83105.1,BH695_3826
ARI83106.1,BH695_3827
ARI83107.1,BH695_3828
ARI83108.1,BH695_3829
ARI83109.1,BH695_3830
ARI83110.1,BH695_3831
ARI83111.1,BH695_3832
ARI83112.1,BH695_3833
ARI83113.1,BH695_3834
ARI83114.1,BH695_3835
ARI83115.1,BH695_3836
ARI83116.1,BH695_3837
ARI83117.1,BH695_3838
ARI83118.1,BH695_3839
ARI83119.1,BH695_3840
ARI83120.1,BH695_3841
ARI83121.1,BH695_3842
ARI83122.1,BH695_3843
ARI83123.1,BH695_3844
ARI83124.1,BH695_3845
ARI83125.1,BH695_3846
ARI83126.1,BH695_3847
ARI83127.1,BH695_3848
ARI83128.1,BH695_3849
ARI83129.1,BH695_3850
ARI83130.1,BH695_3851
ARI83131.1,BH695_3852
ARI83132.1,BH695_3853
ARI83133.1,BH695_3854
ARI83134.1,BH695_3855
ARI83135.1,BH695_3856
ARI83136.1,BH695_3857
ARI83137.1,BH695_3858
ARI83138.1,BH695_3859
ARI83139.1,BH695_3860
ARI83140.1,BH695_3861
ARI83141.1,BH695_3862
ARI83142.1,BH695_3863
ARI83143.1,BH695_3864
ARI83144.1,BH695_3865
ARI83145.1,BH695_3866
ARI83146.1,BH695_3867
ARI83147.1,BH695_3868
ARI83148.1,BH695_3869
ARI83149.1,BH695_3870
ARI83150.1,BH695_3871
ARI83151.1,BH695_3872
ARI83152.1,BH695_3873
ARI83153.1,BH695_3874
ARI83154.1,BH695_3875
ARI83155.1,BH695_3876
ARI83156.1,BH695_3877
ARI83157.1,BH695_3878
ARI83158.1,BH695_3879
ARI83159.1,BH695_3880
ARI83160.1,BH695_3881
ARI83161.1,BH695_3882
ARI83162.1,BH695_3883
ARI83163.1,BH695_3884
ARI83164.1,BH695_3885
ARI83165.1,BH695_3886
ARI83166.1,BH695_3887
ARI83167.1,BH695_3888
ARI83168.1,BH695_3889
ARI83169.1,BH695_3890
ARI83170.1,BH695_3891
ARI83171.1,BH695_3892
ARI83172.1,BH695_3893
ARI83173.1,BH695_3894
ARI83174.1,BH695_3895
ARI83175.1,BH695_3896
ARI83176.1,BH695_3897
ARI83177.1,BH695_3898
ARI83178.1,BH695_3899
ARI83179.1,BH695_3900
ARI83180.1,BH695_3901
ARI83181.1,BH695_3902
ARI83182.1,BH695_3903
ARI83183.1,BH695_3904
ARI83184.1,BH695_3905
ARI83185.1,BH695_3906
ARI83186.1,BH695_3907
ARI83187.1,BH695_3908
ARI83188.1,BH695_3909
ARI83189.1,BH695_3910
ARI83190.1,BH695_3911
ARI83191.1,BH695_3912
ARI83192.1,BH695_3913
ARI83193.1,BH695_3914
ARI83194.1,BH695_3915
ARI83195.1,BH695_3916
ARI83196.1,BH695_3917
ARI83197.1,BH695_3918
ARI83198.1,BH695_3919
ARI83199.1,BH695_3920
ARI83200.1,BH695_3921
ARI83201.1,BH695_3922
ARI83202.1,BH695_3923
ARI83203.1,BH695_3924
ARI83204.1,BH695_3925
ARI83205.1,BH695_3926
ARI83206.1,BH695_3927
ARI83207.1,BH695_3928
ARI83208.1,BH695_3929
ARI83209.1,BH695_3930
ARI83210.1,BH695_3931
ARI83211.1,BH695_3932
ARI83212.1,BH695_3933
ARI83213.1,BH695_3934
ARI83214.1,BH695_3935
ARI83215.1,BH695_3936
ARI83216.1,BH695_3937
ARI83217.1,BH695_3938
ARI83218.1,BH695_3939
ARI83219.1,BH695_3940
ARI83220.1,BH695_3941
ARI83221.1,BH695_3942
ARI83222.1,BH695_3943
ARI83223.1,BH695_3944
ARI83224.1,BH695_3945
ARI83225.1,BH695_3946
ARI83226.1,BH695_3947
ARI83227.1,BH695_3948
ARI83228.1,BH695_3949
ARI83229.1,BH695_3950
ARI83230.1,BH695_3951
ARI83231.1,BH695_3952
ARI83232.1,BH695_3953
ARI83233.1,BH695_3954
ARI83234.1,BH695_3955
ARI83235.1,BH695_3956
ARI83236.1,BH695_3957
ARI83237.1,BH695_3958
ARI83238.1,BH695_3959
ARI83239.1,BH695_3960
ARI83240.1,BH695_3961
ARI83241.1,BH695_3962
ARI83242.1,BH695_3963
ARI83243.1,BH695_3964
ARI83244.1,BH695_3965
ARI83245.1,BH695_3966
ARI83246.1,BH695_3967
ARI83247.1,BH695_3968
ARI83248.1,BH695_3969
ARI83249.1,BH695_3970
ARI83250.1,BH695_3971
ARI83251.1,BH695_3972
ARI83252.1,BH695_3973
ARI83253.1,BH695_3974
ARI83254.1,BH695_3975
ARI83255.1,BH695_3976
ARI83256.1,BH695_3977
ARI83257.1,BH695_3978
ARI83258.1,BH695_3979
ARI83259.1,BH695_3980
ARI83260.1,BH695_3981
ARI83261.1,BH695_3982
ARI83262.1,BH695_3983
ARI83263.1,BH695_3984
ARI83264.1,BH695_3985
ARI83265.1,BH695_3986
ARI83266.1,BH695_3987
ARI83267.1,BH695_3988
ARI83268.1,BH695_3989
ARI83269.1,BH695_3990
ARI83270.1,BH695_3991
ARI83271.1,BH695_3992
ARI83272.1,BH695_3993
ARI83273.1,BH695_3994
ARI83274.1,BH695_3995
ARI83275.1,BH695_3996
ARI83277.1,BH695_3998
ARI83276.1,BH695_3997
ARI83278.1,BH695_3999
ARI83279.1,BH695_4000
ARI83280.1,BH695_4001
ARI83281.1,BH695_4002
ARI83282.1,BH695_4003
ARI83283.1,BH695_4004
ARI83284.1,BH695_4005
ARI83285.1,BH695_4006
ARI83286.1,BH695_4007
ARI83287.1,BH695_4008
ARI83288.1,BH695_4009
ARI83289.1,BH695_4010
ARI83290.1,BH695_4011
ARI83291.1,BH695_4012
ARI83292.1,BH695_4013
ARI83293.1,BH695_4014
ARI83294.1,BH695_4015
ARI83295.1,BH695_4016
ARI83296.1,BH695_4017
ARI83297.1,BH695_4018
ARI83298.1,BH695_4019
ARI83299.1,BH695_4020
ARI83300.1,BH695_4021
ARI83301.1,BH695_4022
ARI83302.1,BH695_4023
ARI83303.1,BH695_4024
ARI83304.1,BH695_4025
ARI83305.1,BH695_4026
ARI83306.1,BH695_4027
ARI83307.1,BH695_4028
ARI83308.1,BH695_4029
ARI83309.1,BH695_4030
ARI83310.1,BH695_4031
ARI83311.1,BH695_4032
ARI83312.1,BH695_4033
ARI83313.1,BH695_4034
ARI83314.1,BH695_4035
ARI83315.1,BH695_4036
ARI83316.1,BH695_4037
ARI83317.1,BH695_4038
ARI83318.1,BH695_4039
ARI83319.1,BH695_4040
ARI83320.1,BH695_4041
ARI83321.1,BH695_4042
ARI83322.1,BH695_4043
ARI83323.1,BH695_4044
ARI83324.1,BH695_4045
ARI83325.1,BH695_4046
ARI83326.1,BH695_4047
ARI83327.1,BH695_4048
ARI83328.1,BH695_4049
ARI83329.1,BH695_4050
ARI83330.1,BH695_4051
ARI83331.1,BH695_4052
ARI83332.1,BH695_4053
ARI83333.1,BH695_4054
ARI83334.1,BH695_4055
ARI83335.1,BH695_4056
ARI83336.1,BH695_4057
ARI83337.1,BH695_4058
ARI83338.1,BH695_4059
ARI83339.1,BH695_4060
ARI83340.1,BH695_4061
ARI83341.1,BH695_4062
ARI83342.1,BH695_4063
ARI83343.1,BH695_4064
ARI83344.1,BH695_4065
ARI83345.1,BH695_4066
ARI83346.1,BH695_4067
ARI83347.1,BH695_4068
ARI83348.1,BH695_4069
ARI83349.1,BH695_4070
ARI83350.1,BH695_4071
ARI83351.1,BH695_4072
ARI83352.1,BH695_4073
ARI83353.1,BH695_4074
ARI83354.1,BH695_4075
ARI83355.1,BH695_4076
ARI83356.1,BH695_4077
ARI83357.1,BH695_4078
ARI83358.1,BH695_4079
ARI83359.1,BH695_4080
ARI83360.1,BH695_4081
ARI83361.1,BH695_4082
ARI83362.1,BH695_4083
ARI83363.1,BH695_4084
ARI83364.1,BH695_4085
ARI83365.1,BH695_4086
ARI83366.1,BH695_4087
ARI83367.1,BH695_4088
ARI83368.1,BH695_4089
ARI83369.1,BH695_4090
ARI83370.1,BH695_4091
ARI83371.1,BH695_4092
ARI83372.1,BH695_4093
ARI83373.1,BH695_4094
ARI83374.1,BH695_4095
ARI83375.1,BH695_4096
ARI83376.1,BH695_4097
ARI83377.1,BH695_4098
ARI83378.1,BH695_4099
ARI83379.1,BH695_4100
ARI83380.1,BH695_4101
ARI83381.1,BH695_4102
ARI83382.1,BH695_4103
ARI83383.1,BH695_4104
ARI83384.1,BH695_4105
ARI83385.1,BH695_4106
ARI83386.1,BH695_4107
ARI83387.1,BH695_4108
ARI83388.1,BH695_4109
ARI83389.1,BH695_4110
ARI83390.1,BH695_4111
ARI83391.1,BH695_4112
ARI83392.1,BH695_4113
ARI83393.1,BH695_4114
ARI83394.1,BH695_4115
ARI83395.1,BH695_4116
ARI83396.1,BH695_4117
ARI83397.1,BH695_4118
ARI83398.1,BH695_4119
ARI83399.1,BH695_4120
ARI83400.1,BH695_4121
ARI83401.1,BH695_4122
ARI83402.1,BH695_4123
ARI83403.1,BH695_4124
ARI83404.1,BH695_4125
ARI83405.1,BH695_4126
ARI83406.1,BH695_4127
ARI83407.1,BH695_4128
ARI83408.1,BH695_4129
ARI83409.1,BH695_4130
ARI83410.1,BH695_4131
ARI83411.1,BH695_4132
ARI83412.1,BH695_4133
ARI83413.1,BH695_4134
ARI83414.1,BH695_4135
ARI83415.1,BH695_4136
ARI83416.1,BH695_4137
ARI83417.1,BH695_4138
ARI83418.1,BH695_4139
ARI83419.1,BH695_4140
ARI83420.1,BH695_4141
ARI83421.1,BH695_4142
ARI83422.1,BH695_4143
ARI83423.1,BH695_4144
ARI83424.1,BH695_4145
ARI83425.1,BH695_4146
ARI83426.1,BH695_4147
ARI83427.1,BH695_4148
ARI83428.1,BH695_4149
ARI83429.1,BH695_4150
ARI83430.1,BH695_4151
ARI83431.1,BH695_4152
ARI83432.1,BH695_4153
ARI83433.1,BH695_4154
ARI83434.1,BH695_4155
ARI83435.1,BH695_4156
ARI83436.1,BH695_4157
ARI83437.1,BH695_4158
ARI83438.1,BH695_4159
ARI83439.1,BH695_4160
ARI83440.1,BH695_4161
ARI83441.1,BH695_4162
ARI83442.1,BH695_4163
ARI83443.1,BH695_4164
ARI83444.1,BH695_4165
ARI83445.1,BH695_4166
ARI83446.1,BH695_4167
ARI83447.1,BH695_4168
ARI83448.1,BH695_4169
ARI83449.1,BH695_4170
ARI83450.1,BH695_4171
ARI83451.1,BH695_4172
ARI83452.1,BH695_4173
ARI83453.1,BH695_4174
ARI83454.1,BH695_4175
ARI83455.1,BH695_4176
ARI83456.1,BH695_4177
ARI83457.1,BH695_4178
ARI83458.1,BH695_4179
ARI83459.1,BH695_4180
ARI83460.1,BH695_4181
ARI83461.1,BH695_4182
ARI83462.1,BH695_4183
ARI83463.1,BH695_4184
ARI83464.1,BH695_4185
ARI83465.1,BH695_4186
ARI83466.1,BH695_4187
ARI83467.1,BH695_4188
ARI83468.1,BH695_4189
ARI83469.1,BH695_4190
ARI83470.1,BH695_4191
ARI83471.1,BH695_4192
ARI83472.1,BH695_4193
ARI83473.1,BH695_4194
ARI83474.1,BH695_4195
ARI83475.1,BH695_4196
ARI83476.1,BH695_4197
ARI83477.1,BH695_4198
ARI83478.1,BH695_4199
ARI83479.1,BH695_4200
ARI83480.1,BH695_4201
ARI83481.1,BH695_4202
ARI83482.1,BH695_4203
ARI83483.1,BH695_4204
ARI83484.1,BH695_4205
ARI83485.1,BH695_4206
ARI83486.1,BH695_4207
ARI83487.1,BH695_4208
ARI83488.1,BH695_4209
ARI83489.1,BH695_4210
ARI83490.1,BH695_4211
ARI83491.1,BH695_4212
ARI83492.1,BH695_4213
ARI83493.1,BH695_4214
ARI83494.1,BH695_4215
ARI83495.1,BH695_4216
ARI83496.1,BH695_4217
ARI83497.1,BH695_4218
ARI83498.1,BH695_4219
ARI83499.1,BH695_4220
ARI83500.1,BH695_4221
ARI83501.1,BH695_4222
ARI83502.1,BH695_4223
ARI83503.1,BH695_4224
ARI83504.1,BH695_4225
ARI83505.1,BH695_4226
ARI83506.1,BH695_4227
ARI83507.1,BH695_4228
ARI83508.1,BH695_4229
ARI83509.1,BH695_4230
ARI83510.1,BH695_4231
ARI83511.1,BH695_4232
ARI83512.1,BH695_4233
ARI83513.1,BH695_4234
ARI83514.1,BH695_4235
ARI83515.1,BH695_4236
ARI83516.1,BH695_4237
ARI83517.1,BH695_4238
ARI83518.1,BH695_4239
ARI83519.1,BH695_4240
ARI83520.1,BH695_4241
ARI83521.1,BH695_4242
ARI83522.1,BH695_4243
ARI83523.1,BH695_4244
ARI83524.1,BH695_4245
ARI83525.1,BH695_4246
ARI83526.1,BH695_4247
ARI83527.1,BH695_4248
ARI83528.1,BH695_4249
ARI83529.1,BH695_4250
ARI83530.1,BH695_4251
ARI83531.1,BH695_4252
ARI83532.1,BH695_4253
ARI83533.1,BH695_4254
ARI83534.1,BH695_4255
ARI83535.1,BH695_4256
ARI83536.1,BH695_4257
ARI83537.1,BH695_4258
ARI83538.1,BH695_4259
ARI83539.1,BH695_4260
ARI83540.1,BH695_4261
ARI83541.1,BH695_4262
ARI83542.1,BH695_4263
ARI83543.1,BH695_4264
ARI83544.1,BH695_4265
ARI83545.1,BH695_4266
ARI83546.1,BH695_4267
ARI83547.1,BH695_4268
ARI83548.1,BH695_4269
ARI83549.1,BH695_4270
ARI83550.1,BH695_4271
ARI83551.1,BH695_4272
ARI83552.1,BH695_4273
ARI83553.1,BH695_4274
ARI83554.1,BH695_4275
ARI83555.1,BH695_4276
ARI83556.1,BH695_4277
ARI83557.1,BH695_4278
ARI83558.1,BH695_4279
ARI83559.1,BH695_4280
ARI83560.1,BH695_4281
ARI83561.1,BH695_4282
ARI83562.1,BH695_4283
ARI83563.1,BH695_4284
ARI83564.1,BH695_4285
ARI83565.1,BH695_4286
ARI83566.1,BH695_4287
ARI83567.1,BH695_4288
ARI83568.1,BH695_4289
ARI83569.1,BH695_4290
ARI83570.1,BH695_4291
ARI83571.1,BH695_4292
ARI83572.1,BH695_4293
ARI83573.1,BH695_4294
ARI83574.1,BH695_4295
ARI83575.1,BH695_4296
ARI83576.1,BH695_4297
ARI83577.1,BH695_4298
ARI83578.1,BH695_4299
ARI83579.1,BH695_4300
ARI83580.1,BH695_4301
ARI83581.1,BH695_4302
ARI83582.1,BH695_4303
ARI83583.1,BH695_4304
ARI83584.1,BH695_4305
ARI83585.1,BH695_4306
ARI83586.1,BH695_4307
ARI83587.1,BH695_4308
ARI83588.1,BH695_4309
ARI83589.1,BH695_4310
ARI83590.1,BH695_4311
ARI83591.1,BH695_4312
ARI83592.1,BH695_4313
ARI83593.1,BH695_4314
ARI83594.1,BH695_4315
ARI83595.1,BH695_4316
ARI83596.1,BH695_4317
ARI83597.1,BH695_4318
ARI83598.1,BH695_4319
ARI83599.1,BH695_4320
ARI83600.1,BH695_4321
ARI83601.1,BH695_4322
ARI83602.1,BH695_4323
ARI83603.1,BH695_4324
ARI83604.1,BH695_4325
ARI83605.1,BH695_4326
ARI83606.1,BH695_4327
ARI83607.1,BH695_4328
ARI83608.1,BH695_4329
ARI83609.1,BH695_4330
ARI83610.1,BH695_4331
ARI83611.1,BH695_4332
ARI83612.1,BH695_4333
ARI83613.1,BH695_4334
ARI83614.1,BH695_4335
ARI83615.1,BH695_4336
ARI83616.1,BH695_4337
ARI83617.1,BH695_4338
ARI83618.1,BH695_4339
ARI83619.1,BH695_4340
ARI83620.1,BH695_4341
ARI83621.1,BH695_4342
ARI83622.1,BH695_4343
ARI83623.1,BH695_4344
ARI83624.1,BH695_4345
ARI83625.1,BH695_4346
ARI83626.1,BH695_4347
ARI83627.1,BH695_4348
ARI83628.1,BH695_4349
ARI83629.1,BH695_4350
ARI83630.1,BH695_4351
ARI83631.1,BH695_4352
ARI83632.1,BH695_4353
ARI83633.1,BH695_4354
ARI83634.1,BH695_4355
ARI83635.1,BH695_4356
ARI83636.1,BH695_4357
ARI83637.1,BH695_4358
ARI83638.1,BH695_4359
ARI83639.1,BH695_4360
ARI83640.1,BH695_4361
ARI83641.1,BH695_4362
ARI83642.1,BH695_4363
ARI83643.1,BH695_4364
ARI83644.1,BH695_4365
ARI83645.1,BH695_4366
ARI83646.1,BH695_4367
ARI83647.1,BH695_4368
ARI83648.1,BH695_4369
ARI83649.1,BH695_4370
ARI83650.1,BH695_4371
ARI83651.1,BH695_4372
ARI83652.1,BH695_4373
ARI83653.1,BH695_4374
ARI83654.1,BH695_4375
ARI83655.1,BH695_4376
ARI83656.1,BH695_4377
ARI83657.1,BH695_4378
ARI83658.1,BH695_4379
ARI83659.1,BH695_4380
ARI83660.1,BH695_4381
ARI83661.1,BH695_4382
ARI83662.1,BH695_4383
ARI83663.1,BH695_4384
ARI83664.1,BH695_4385
ARI83665.1,BH695_4386
ARI83666.1,BH695_4387
ARI83667.1,BH695_4388
ARI83668.1,BH695_4389
ARI83669.1,BH695_4390
ARI83670.1,BH695_4391
ARI83671.1,BH695_4392
ARI83672.1,BH695_4393
ARI83673.1,BH695_4394
ARI83674.1,BH695_4395
ARI83675.1,BH695_4396
ARI83676.1,BH695_4397
ARI83677.1,BH695_4398
ARI83678.1,BH695_4399
ARI83679.1,BH695_4400
ARI83680.1,BH695_4401
ARI83681.1,BH695_4402
ARI83682.1,BH695_4403
ARI83683.1,BH695_4404
ARI83684.1,BH695_4405
ARI83685.1,BH695_4406
ARI83686.1,BH695_4407
ARI83687.1,BH695_4408
ARI83688.1,BH695_4409
ARI83689.1,BH695_4410
ARI83690.1,BH695_4411
ARI83691.1,BH695_4412
ARI83692.1,BH695_4413
ARI83693.1,BH695_4414
ARI83694.1,BH695_4415
ARI83695.1,BH695_4416
ARI83696.1,BH695_4417
ARI83697.1,BH695_4418
ARI83698.1,BH695_4419
ARI83699.1,BH695_4420
ARI83700.1,BH695_4421
ARI83701.1,BH695_4422
ARI83702.1,BH695_4423
ARI83703.1,BH695_4424
ARI83704.1,BH695_4425
ARI83705.1,BH695_4426
ARI83706.1,BH695_4427
ARI83707.1,BH695_4428
ARI83708.1,BH695_4429
ARI83709.1,BH695_4430
ARI83710.1,BH695_4431
ARI83711.1,BH695_4432
ARI83712.1,BH695_4433
ARI83713.1,BH695_4434
ARI83714.1,BH695_4435
ARI83715.1,BH695_4436
ARI83716.1,BH695_4437
ARI83717.1,BH695_4438
ARI83718.1,BH695_4439
ARI83719.1,BH695_4440
ARI83720.1,BH695_4441
ARI83721.1,BH695_4442
ARI83722.1,BH695_4443
ARI83723.1,BH695_4444
ARI83724.1,BH695_4445
ARI83725.1,BH695_4446
ARI83726.1,BH695_4447
ARI83727.1,BH695_4448
ARI83728.1,BH695_4449
ARI83729.1,BH695_4450
ARI83730.1,BH695_4451
ARI83731.1,BH695_4452
ARI83732.1,BH695_4453
ARI83733.1,BH695_4454
ARI83734.1,BH695_4455
ARI83735.1,BH695_4456
ARI83736.1,BH695_4457
ARI83737.1,BH695_4458
ARI83738.1,BH695_4459
ARI83739.1,BH695_4460
ARI83740.1,BH695_4461
ARI83741.1,BH695_4462
ARI83742.1,BH695_4463
ARI83743.1,BH695_4464
ARI83744.1,BH695_4465
ARI83745.1,BH695_4466
ARI83746.1,BH695_4467
ARI83747.1,BH695_4468
ARI83748.1,BH695_4469
ARI83750.1,BH695_4471
ARI83749.1,BH695_4470
ARI83751.1,BH695_4472
ARI83752.1,BH695_4473
ARI83753.1,BH695_4474
ARI83754.1,BH695_4475
ARI83755.1,BH695_4476
ARI83756.1,BH695_4477
ARI83757.1,BH695_4478
ARI83758.1,BH695_4479
ARI83759.1,BH695_4480
ARI83760.1,BH695_4481
ARI83761.1,BH695_4482
ARI83762.1,BH695_4483
ARI83763.1,BH695_4484
ARI83764.1,BH695_4485
ARI83765.1,BH695_4486
ARI83766.1,BH695_4487
ARI83767.1,BH695_4488
ARI83768.1,BH695_4489
ARI83769.1,BH695_4490
ARI83770.1,BH695_4491
ARI83771.1,BH695_4492
ARI83772.1,BH695_4493
ARI83773.1,BH695_4494
ARI83774.1,BH695_4495
ARI83775.1,BH695_4496
ARI83776.1,BH695_4497
ARI83777.1,BH695_4498
ARI83778.1,BH695_4499
ARI83779.1,BH695_4500
ARI83780.1,BH695_4501
ARI83781.1,BH695_4502
ARI83782.1,BH695_4503
ARI83783.1,BH695_4504
ARI83784.1,BH695_4505
ARI83785.1,BH695_4506
ARI83786.1,BH695_4507
ARI83787.1,BH695_4508
ARI83788.1,BH695_4509
ARI83789.1,BH695_4510
ARI83790.1,BH695_4511
ARI83791.1,BH695_4512
ARI83792.1,BH695_4513
ARI83793.1,BH695_4514
ARI83794.1,BH695_4515
ARI83795.1,BH695_4516
ARI83796.1,BH695_4517
ARI83797.1,BH695_4518
ARI83798.1,BH695_4519
ARI83799.1,BH695_4520
ARI83800.1,BH695_4521
ARI83801.1,BH695_4522
ARI83802.1,BH695_4523
ARI83803.1,BH695_4524
ARI83804.1,BH695_4525
ARI83805.1,BH695_4526
ARI83806.1,BH695_4527
ARI83807.1,BH695_4528
ARI83808.1,BH695_4529
ARI83809.1,BH695_4530
ARI83810.1,BH695_4531
ARI83811.1,BH695_4532
ARI83812.1,BH695_4533
ARI83813.1,BH695_4534
ARI83814.1,BH695_4535
ARI83815.1,BH695_4536
ARI83816.1,BH695_4537
ARI83817.1,BH695_4538
ARI83818.1,BH695_4539
ARI83819.1,BH695_4540
ARI83820.1,BH695_4541
ARI83821.1,BH695_4542
ARI83822.1,BH695_4543
ARI83823.1,BH695_4544
ARI83824.1,BH695_4545
ARI83825.1,BH695_4546
ARI83826.1,BH695_4547
ARI83827.1,BH695_4548
ARI83828.1,BH695_4549
ARI83829.1,BH695_4550
ARI83830.1,BH695_4551
ARI83831.1,BH695_4552
ARI83832.1,BH695_4553
ARI83833.1,BH695_4554
ARI83834.1,BH695_4555
ARI83835.1,BH695_4556
ARI83836.1,BH695_4557
ARI83837.1,BH695_4558
ARI83838.1,BH695_4559
ARI83839.1,BH695_4560
ARI83840.1,BH695_4561
ARI83841.1,BH695_4562
ARI83842.1,BH695_4563
ARI83843.1,BH695_4564
ARI83844.1,BH695_4565
ARI83845.1,BH695_4566
ARI83846.1,BH695_4567
ARI83847.1,BH695_4568
ARI83848.1,BH695_4569
ARI83849.1,BH695_4570
ARI83850.1,BH695_4571
ARI83851.1,BH695_4572
ARI83852.1,BH695_4573
ARI83853.1,BH695_4574
ARI83854.1,BH695_4575
ARI83855.1,BH695_4576
ARI83856.1,BH695_4577
ARI83857.1,BH695_4578
ARI83858.1,BH695_4579
ARI83859.1,BH695_4580
ARI83860.1,BH695_4581
ARI83861.1,BH695_4582
ARI83862.1,BH695_4583
ARI83863.1,BH695_4584
ARI83864.1,BH695_4585
ARI83865.1,BH695_4586
ARI83866.1,BH695_4587
ARI83867.1,BH695_4588
ARI83868.1,BH695_4589
ARI83869.1,BH695_4590
ARI83870.1,BH695_4591
ARI83871.1,BH695_4592
ARI83872.1,BH695_4593
ARI83873.1,BH695_4594
ARI83874.1,BH695_4595
ARI83875.1,BH695_4596
ARI83876.1,BH695_4597
ARI83877.1,BH695_4598
ARI83878.1,BH695_4599
ARI83879.1,BH695_4600
ARI83880.1,BH695_4601
ARI83881.1,BH695_4602
ARI83882.1,BH695_4603
ARI83883.1,BH695_4604
ARI83884.1,BH695_4605
ARI83885.1,BH695_4606
ARI83886.1,BH695_4607
ARI83887.1,BH695_4608
ARI83888.1,BH695_4609
ARI83889.1,BH695_4610
ARI83890.1,BH695_4611
ARI83891.1,BH695_4612
ARI83892.1,BH695_4613
ARI83893.1,BH695_4614
ARI83894.1,BH695_4615
ARI83895.1,BH695_4616
ARI83896.1,BH695_4617
ARI83897.1,BH695_4618
ARI83898.1,BH695_4619
ARI83899.1,BH695_4620
ARI83900.1,BH695_4621
ARI83901.1,BH695_4622
ARI83902.1,BH695_4623
ARI83903.1,BH695_4624
ARI83904.1,BH695_4625
ARI83905.1,BH695_4626
ARI83906.1,BH695_4627
ARI83907.1,BH695_4628
ARI83908.1,BH695_4629
ARI83909.1,BH695_4630
ARI83910.1,BH695_4631
ARI83911.1,BH695_4632
ARI83912.1,BH695_4633
ARI83913.1,BH695_4634
ARI83914.1,BH695_4635
ARI83915.1,BH695_4636
ARI83916.1,BH695_4637
ARI83917.1,BH695_4638
ARI83918.1,BH695_4639
ARI83919.1,BH695_4640
ARI83920.1,BH695_4641
ARI83921.1,BH695_4642
ARI83922.1,BH695_4643
ARI83923.1,BH695_4644
ARI83924.1,BH695_4645
ARI83925.1,BH695_4646
ARI83926.1,BH695_4647
ARI83927.1,BH695_4648
ARI83928.1,BH695_4649
ARI83929.1,BH695_4650
ARI83930.1,BH695_4651
ARI83931.1,BH695_4652
ARI83932.1,BH695_4653
ARI83933.1,BH695_4654
ARI83934.1,BH695_4655
ARI83935.1,BH695_4656
ARI83936.1,BH695_4657
ARI83937.1,BH695_4658
ARI83938.1,BH695_4659
ARI83939.1,BH695_4660
ARI83940.1,BH695_4661
ARI83941.1,BH695_4662
ARI83942.1,BH695_4663
ARI83943.1,BH695_4664
ARI83944.1,BH695_4665
ARI83945.1,BH695_4666
ARI83946.1,BH695_4667
ARI83947.1,BH695_4668
ARI83948.1,BH695_4669
ARI83949.1,BH695_4670
ARI83950.1,BH695_4671
